Ticker,Name,Marketcap,Market
005830,DB손해보험,66552억,코스피
196170,알테오젠,33910억,코스닥
005385,현대차우,25343억,코스피
081660,휠라홀딩스,24271억,코스피
240810,원익IPS,16983억,코스닥
084370,유진테크,10060억,코스닥
001530,DI동일,6614억,코스피
357120,코람코에너지리츠,5011억,코스피
101160,월덱스,4871억,코스닥
077500,유니퀘스트,4841억,코스피
382800,지앤비에스 에코,2723억,코스닥
005389,현대차3우B,2498억,코스피
246720,아스타,1310억,코스닥
197140,디지캡,629억,코스닥
001275,부국증권우,577억,코스피
367360,DB금융스팩9호,275억,코스닥
405350,IBKS제17호스팩,112억,코스닥
